"","codigo_renacyt","Investigador","Genero","URL_CTI_Vitae","grupo","nivel","Fecha_de_inicio_de_vigencia","fecha_fin_de_vigencia","Rango_de_Edad","reglamento"
"111","P0013524","SANDOVAL SANDOVAL, JOSE RAUL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13524",NA,"II",2022-02-08,NA,"Entre 50 a 59 años","Reglamento 2021"
"112","P0059101","MUNIVE DEGREGORI, ARNALDO ALFREDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=59101",NA,"V",2022-02-10,NA,"Entre 60 a 69 años","Reglamento 2021"
"113","P0003249","ABREGU TUEROS, LUIS FIDEL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=3249",NA,"VI",2022-02-10,NA,"Entre 60 a 69 años","Reglamento 2021"
"114","P0014353","SANTILLAN CORRALES, LUIS ALFREDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=14353",NA,"V",2022-02-10,NA,"Entre 40 a 49 años","Reglamento 2021"
"115","P0077000","LORA LOZA, MIRYAM GRISELDA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=77000",NA,"VI",2022-02-09,NA,"Entre 60 a 69 años","Reglamento 2021"
"116","P0003860","VARGAS VILCA, MARIA MERCEDES","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=3860",NA,"VII",2022-02-10,NA,"Entre 30 a 39 años","Reglamento 2021"
"117","P0000838","HILARIO VARGAS, JULIO SANTOS","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=838",NA,"II",2022-02-08,NA,"Entre 50 a 59 años","Reglamento 2021"
"118","P0004093","LOZANO BARTRA, WHUALKUER ENRIQUE","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=4093",NA,"IV",2022-02-08,NA,"Entre 60 a 69 años","Reglamento 2021"
"119","P0017677","JIMENEZ TINTAYA, CESAR OMAR","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=17677",NA,"III",2022-02-08,NA,"Entre 50 a 59 años","Reglamento 2021"
"120","P0015135","MUGRUZA VASSALLO, CARLOS ANDRES","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=15135",NA,"V",2022-02-09,NA,"Entre 40 a 49 años","Reglamento 2021"
"121","P0052830","LOZANO ISLA, FLAVIO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=52830",NA,"VI",2022-02-08,NA,"Entre 30 a 39 años","Reglamento 2021"
"122","P0040445","URIBE ALZAMORA, ROBERTO ALFONSO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=40445",NA,"IV",2022-02-08,NA,"Entre 40 a 49 años","Reglamento 2021"
"123","P0003303","LOPEZ BELLIDO, ROGER","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=3303",NA,"III",2022-02-10,NA,"Entre 40 a 49 años","Reglamento 2021"
"124","P0026949","HURTADO COTILLO, MARIO MARTIN","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=26949",NA,"VII",2022-02-10,NA,"Entre 30 a 39 años","Reglamento 2021"
"125","P0027710","HUAMAN MAMANI, FREDY ALBERTO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=27710",NA,"V",2022-02-09,NA,"Entre 30 a 39 años","Reglamento 2021"
"126","P0094484","NUÑEZ DELGADO, JIMNY YOEL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=94484",NA,"VI",2022-02-10,NA,"Entre 30 a 39 años","Reglamento 2021"
"127","P0004374","AVILES FELIX, LUIS STEVEN","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=4374",NA,"III",2022-02-08,NA,"Entre 30 a 39 años","Reglamento 2021"
"128","P0010171","ROMERO CONDORI, PEDRO EDUARDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=10171",NA,"IV",2022-02-08,NA,"Entre 30 a 39 años","Reglamento 2021"
"129","P0001953","ESPINOZA CULUPU, ABRAHAM OMAR","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1953",NA,"V",2022-02-10,NA,"Entre 30 a 39 años","Reglamento 2021"
"130","P0030484","VALENCIA TOLEDO, ALFREDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=30484",NA,"VI",2022-02-10,NA,"Entre 30 a 39 años","Reglamento 2021"
"131","P0021941","NUREÑA ARIAS, CESAR RODOLFO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21941",NA,"V",2022-02-10,NA,"Entre 40 a 49 años","Reglamento 2021"
"132","P0032656","VALVERDE ALVA, MIGUEL ANGEL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=32656",NA,"VI",2022-02-09,NA,"Entre 40 a 49 años","Reglamento 2021"
"133","P0017527","BEDREGAL ALPACA, NORKA NORALI","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=17527",NA,"IV",2022-02-10,NA,"Entre 60 a 69 años","Reglamento 2021"
"134","P0159127","INFANTE RIVERA, LIPSELOTTE DE JESUS","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=159127",NA,"VI",2022-02-10,NA,"Entre 40 a 49 años","Reglamento 2021"
"135","P0002248","RODRIGUEZ DELFIN, ALFREDO SALOMON","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=2248",NA,"VI",2022-02-08,NA,"Entre 50 a 59 años","Reglamento 2021"
"136","P0022924","IPANAQUE CHERO, ROBERT","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=22924",NA,"VII",2022-02-10,NA,"Entre 50 a 59 años","Reglamento 2021"
"137","P0040878","CASTILLO CONTRERAS, OFELIA BRISAIDA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=40878",NA,"VII",2022-02-09,NA,"Entre 40 a 49 años","Reglamento 2021"
"138","P0010029","COSSIO BOLAÑOS, MARCO ANTONIO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=10029",NA,"Investigador Distinguido",2022-02-10,NA,"Entre 40 a 49 años","Reglamento 2021"
"139","P0017807","SULLA TORRES, JOSE ALFREDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=17807",NA,"I",2022-02-08,NA,"Entre 40 a 49 años","Reglamento 2021"
"140","P0019992","PIÑA ITURBE, LUIS ALEJANDRO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=19992",NA,"VII",2022-02-08,NA,"Entre 30 a 39 años","Reglamento 2021"
"141","P0017994","SALDAÑA VILLA, ERICK MANUEL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=17994",NA,"Investigador Distinguido",2022-02-10,NA,"Entre 30 a 39 años","Reglamento 2021"
"142","P0001320","ABARCA BARRIGA, HUGO HERNAN","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1320",NA,"III",2022-02-10,NA,"Entre 40 a 49 años","Reglamento 2021"
"143","P0019823","HINOJOSA CARDENAS, EDWARD","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=19823",NA,"VI",2022-02-10,NA,"Entre 30 a 39 años","Reglamento 2021"
"144","P0024889","YABAR LANDA, ERICK","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=24889",NA,"IV",2022-02-08,NA,"Entre 70 a 79 años","Reglamento 2021"
"145","P0013731","GIRALDO MENDOZA, ALFREDO EDGARDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13731",NA,"V",2022-02-10,NA,"Entre 40 a 49 años","Reglamento 2021"
"146","P0012633","HUANCA MARIN, JULIO CESAR","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=12633",NA,"VI",2022-02-08,NA,"Entre 40 a 49 años","Reglamento 2021"
"147","P0032593","MOGGIANO ABURTO, NABILT JILL","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=32593",NA,"VI",2022-02-10,NA,"Entre 30 a 39 años","Reglamento 2021"
"148","P0010693","MEDINA PACHECO, CESAR EDGARDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=10693",NA,"III",2022-02-08,NA,"Entre 30 a 39 años","Reglamento 2021"
"149","P0168392","ARANA MAESTRE, JERRY OMAR","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=168392",NA,"VII",2022-02-09,NA,"Entre 30 a 39 años","Reglamento 2021"
"150","P0010764","JIMENEZ ALIAGA, KARIM LIZETH","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=10764",NA,"IV",2022-02-08,NA,"Entre 40 a 49 años","Reglamento 2021"
"151","P0024929","CUTIPA LUQUE, JUAN CARLOS","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=24929",NA,"V",2022-02-10,NA,"Entre 40 a 49 años","Reglamento 2021"
"152","P0001347","MENDOZA HIDALGO, PABLO ANTONIO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1347",NA,"IV",2022-02-10,NA,"Entre 50 a 59 años","Reglamento 2021"
"153","P0161540","ROQUE FLORES, ROXANA LILI","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=161540",NA,"VII",2022-02-09,NA,"Entre 40 a 49 años","Reglamento 2021"
"154","P0023868","VASQUEZ CORDANO, ARTURO LEONARDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=23868",NA,"IV",2022-02-08,NA,"Entre 40 a 49 años","Reglamento 2021"
"155","P0020231","BERMUDEZ DIAZ, LUDISLEYDIS","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20231",NA,"VII",2022-02-08,NA,"Entre 30 a 39 años","Reglamento 2021"
"156","P0019490","CHAVEZ FUMAGALLI, MIGUEL ANGEL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=19490",NA,"Investigador Distinguido",2022-02-10,NA,"Entre 40 a 49 años","Reglamento 2021"
"157","P0010581","HOYOS SIFUENTES, LUIS ANTONIO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=10581",NA,"V",2022-02-08,NA,"Entre 40 a 49 años","Reglamento 2021"
"158","P0033742","ARIAS VELASQUEZ, RICARDO MANUEL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=33742",NA,"Investigador Distinguido",2022-02-10,NA,"Entre 30 a 39 años","Reglamento 2021"
"159","P0021777","PONS CASELLAS, MARIA JESÚS","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21777",NA,"Investigador Distinguido",2022-02-10,NA,"Entre 30 a 39 años","Reglamento 2021"
"160","P0047825","CONTRERAS PULACHE, HANS LENIN","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=47825",NA,"V",2022-02-10,NA,"Entre 30 a 39 años","Reglamento 2021"
"161","P0129767","HURTADO NEGREIROS, JUAN CARLOS","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=129767",NA,"Investigador Distinguido",2022-02-08,NA,"Entre 40 a 49 años","Reglamento 2021"
"162","P0000270","ZENTENO BOLAÑOS, EFRAIN JOSE","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=270",NA,"III",2022-02-09,NA,"Entre 30 a 39 años","Reglamento 2021"
"163","P0088297","CORNEJO SARMIENTO, MARTIN GUILLERMO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=88297",NA,"VI",2022-02-10,NA,"Entre 30 a 39 años","Reglamento 2021"
"164","P0003773","LAZO MANRIQUE, FANNY ELIZABETH","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=3773",NA,"IV",2022-02-08,NA,"Entre 60 a 69 años","Reglamento 2021"
"165","P0023978","AGUIRRE GIL, ONIEL JEREMIAS","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=23978",NA,"IV",2022-02-09,NA,"Entre 30 a 39 años","Reglamento 2021"
"166","P0020185","VARGAS CALLA, ANA MILUSKA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20185",NA,"IV",2022-02-08,NA,"Entre 30 a 39 años","Reglamento 2021"
"167","P0099868","PANDO SOTO, BRIAN CESAR","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=99868",NA,"VII",2022-02-10,NA,"Entre 30 a 39 años","Reglamento 2021"
"168","P0003896","HUAMANI NAVARRETE, PEDRO FREDDY","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=3896",NA,"VI",2022-02-10,NA,"Entre 40 a 49 años","Reglamento 2021"
"169","P0013657","TRINIDAD PATRICIO, HUBER SADY","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13657",NA,"IV",2022-02-08,NA,"Entre 30 a 39 años","Reglamento 2021"
"170","P0070316","CABANILLAS CARBONELL, MICHAEL ALEJANDRO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=70316",NA,"V",2022-02-10,NA,"Entre 30 a 39 años","Reglamento 2021"
"171","P0002427","RODRIGUEZ HUANCA, FRANCISCO HALLEY","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=2427",NA,"V",2022-02-08,NA,"Entre 30 a 39 años","Reglamento 2021"
"172","P0030018","AMES MARTINEZ, FRESSIA NATHALIE","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=30018",NA,"VI",2022-02-10,NA,"Entre 20 a 29 años","Reglamento 2021"
"173","P0019929","LOARTE CADENAS, EDWIN ANIBAL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=19929",NA,"VI",2022-02-10,NA,"Entre 30 a 39 años","Reglamento 2021"
"174","P0052694","ALGONER JORGE, WILLIAM CELESTINO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=52694",NA,"VII",2022-02-10,NA,"Entre 30 a 39 años","Reglamento 2021"
"175","P0000034","OLIVEROS RAMOS, DAVID RICARDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=34",NA,"II",2022-02-10,NA,"Entre 30 a 39 años","Reglamento 2021"
"176","P0020956","MILLONES GOMEZ, PABLO ALEJANDRO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20956",NA,"III",2022-02-10,NA,"Entre 40 a 49 años","Reglamento 2021"
"177","P0010163","NEYRA VALDEZ, LIDIO EDGAR","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=10163",NA,"IV",2022-02-09,NA,"Entre 50 a 59 años","Reglamento 2021"
"178","P0024570","MORY CHIPARRA, WILLIAM EDUARDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=24570",NA,"VI",2022-02-09,NA,"Entre 40 a 49 años","Reglamento 2021"
"179","P0011708","CORNEJO OLIVAS, MARIO REYNALDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=11708",NA,"I",2022-02-08,NA,"Entre 40 a 49 años","Reglamento 2021"
"180","P0016059","AGUIRRE SIANCAS, ELIAS ERNESTO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=16059",NA,"V",2022-02-08,NA,"Entre 40 a 49 años","Reglamento 2021"
"181","P0023499","CHAÑI PAUCAR, LARRY OSCAR","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=23499",NA,"VII",2022-02-10,NA,"Entre 30 a 39 años","Reglamento 2021"
"182","P0012232","CACERES CABANA, EDGAR","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=12232",NA,"III",2022-02-10,NA,"Entre 50 a 59 años","Reglamento 2021"
"183","P0056354","APAZA HUALLPA, EDGAR","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=56354",NA,"V",2022-02-08,NA,"Entre 40 a 49 años","Reglamento 2021"
"184","P0036489","HERNANDEZ VASQUEZ, RONALD MIGUEL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=36489",NA,"II",2022-02-10,NA,"Entre 30 a 39 años","Reglamento 2021"
"185","P0004916","DIAZ VELEZ, CRISTIAN","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=4916",NA,"II",2022-02-10,NA,"Entre 40 a 49 años","Reglamento 2021"
"186","P0013828","BARAHONA PADILLA, SERGIO PAOLO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13828",NA,"VI",2022-02-10,NA,"Entre 30 a 39 años","Reglamento 2021"
"187","P0066399","FERRER MEJIA, MERCEDES LULILEA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=66399",NA,"VI",2022-02-09,NA,"Entre 40 a 49 años","Reglamento 2021"
"188","P0047104","ARMAS ALVARADO, MARIA ELISIA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=47104",NA,"VI",2022-02-10,NA,"Entre 30 a 39 años","Reglamento 2021"
"189","P0099646","SANTARIA LEUYACC, YONY RAUL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=99646",NA,"VI",2022-02-08,NA,"Entre 40 a 49 años","Reglamento 2021"
"190","P0010019","MONTES TORRES, IVONNE KATHERINE","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=10019",NA,"II",2022-02-08,NA,"Entre 40 a 49 años","Reglamento 2021"
"191","P0051978","ABANTO VALLE, CARLOS ANTONIO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=51978",NA,"III",2022-02-08,NA,"Entre 50 a 59 años","Reglamento 2021"
"192","P0024755","MARCOS CARBAJAL, POOL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=24755",NA,"V",2022-02-10,NA,"Entre 40 a 49 años","Reglamento 2021"
"193","P0028167","PONCE ATENCIO, YALMAR TEMISTOCLES","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=28167",NA,"VI",2022-02-08,NA,"Entre 40 a 49 años","Reglamento 2021"
"194","P0003812","NAVARRETE ZAMORA, MILUSKA BEATRIZ","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=3812",NA,"V",2022-02-08,NA,"Entre 40 a 49 años","Reglamento 2021"
"195","P0099953","FIGUEROA QUIÑONES, JOEL HIAMIR","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=99953",NA,"VII",2022-02-10,NA,"Entre 20 a 29 años","Reglamento 2021"
"196","P0002320","VALQUI HAASE, THOMAS HOLGER","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=2320",NA,"II",2022-02-08,NA,"Entre 50 a 59 años","Reglamento 2021"
"197","P0018106","LOZADA URBANO, MICHELLE FATIMA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=18106",NA,"V",2022-02-10,NA,"Entre 50 a 59 años","Reglamento 2021"
"198","P0026074","YUNIS AGUINAGA, JEFFERSON","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=26074",NA,"II",2022-02-10,NA,"Entre 30 a 39 años","Reglamento 2021"
"199","P0004906","LORO RAMIREZ, HECTOR RAUL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=4906",NA,"III",2022-02-08,NA,"Entre 50 a 59 años","Reglamento 2021"
"200","P0024940","BUSTAMANTE NAVARRETE, ABDHIEL ARNALDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=24940",NA,"VI",2022-02-10,NA,"Entre 40 a 49 años","Reglamento 2021"
"201","P0024546","ORMEÑO ORRILLO, ERNESTO ALDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=24546",NA,"Investigador Distinguido",2022-02-10,NA,"Entre 50 a 59 años","Reglamento 2021"
"202","P0010423","TARQUE RUIZ, SABINO NICOLA","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=10423",NA,"II",2022-02-10,NA,"Entre 40 a 49 años","Reglamento 2021"
"203","P0079311","PASQUEL LOARTE, LORENZO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=79311",NA,"VI",2022-02-09,NA,"Entre 60 a 69 años","Reglamento 2021"
"204","P0148319","ARMADA PACHECO, JOSE","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=148319",NA,"VII",2022-02-10,NA,"Entre 50 a 59 años","Reglamento 2021"
